field_1,Longitude,Latitude,RMI_p,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,elevation,aspect
105,-78.39236,38.59314,11.87759018,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1051.020508,4.346754551
106,-78.32755,38.63216,21.54257965,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,1005.847534,307.4540405
107,-78.33508,38.63406,38.81952667,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,804.1190186,9.593419075
108,-78.38924,38.59153,6.079303265,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1071.551758,221.5891724
109,-78.38779,38.55679,28.9802227,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,1019.640564,27.7917881
110,-78.39208,38.55644,28.74625778,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,1092.127563,23.76677132
111,-78.39208,38.55667,32.27550888,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,1075.532227,19.37687302
112,-78.39211,38.55648,28.74625778,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,1092.127563,23.76677132
113,-78.39768,38.55667,22.45387077,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,1073.661011,343.619751
114,-78.39768,38.55641,25.63107681,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,1089.159546,334.5343933
115,-78.39967,38.55612,22.15011978,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,1066.799561,349.1100769
116,-78.39959,38.55577,18.49738884,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,1091.110718,338.8935852
117,-78.37938,38.59806,29.06534004,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1031.258301,312.3921814
118,-78.37928,38.59763,22.03557587,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1043.370972,291.0995483
119,-78.37782,38.5992,28.92714119,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1013.561279,340.2666016
120,-78.37716,38.59908,19.17524338,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1039.728394,328.5818176
121,-78.37471,38.60097,24.31835938,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,992.7902832,352.9149475
122,-78.37451,38.60071,20.99075317,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1017.572021,345.7407227
123,-78.36663,38.60335,24.51676178,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1048.914185,58.05948639
124,-78.36684,38.6032,24.32224655,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1057.369019,74.66542053
125,-78.39711,38.59953,13.36766148,29.08699989,29.21500015,28.36000061,28.75799942,26.64800072,31.68700027,31.12899971,31.0529995,28.59799957,27.92000008,28.50099945,29.63100052,812.9884033,271.058075
126,-78.38786,38.57219,26.46161079,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,897.4592285,327.7985535
127,-78.38087,38.56287,25.06311989,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1099.906006,291.5926819
128,-78.37235637,38.5344946,21.79046249,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,826.6428223,81.4453125
129,-78.37976,38.58823,26.5294342,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1096.219727,191.8455353
130,-78.38103,38.59973,21.75016403,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,963.8811035,23.99836922
131,-78.37705,38.58554,23.11787224,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1063.318604,212.5466614
132,-78.3773,38.58655,12.09171772,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1083.248901,198.9172668
133,-78.37959,38.60501,25.24972534,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,755.8339844,292.8865356
134,-78.37237816,38.55842343,20.63089752,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,959.8275757,135.7902374
135,-78.3730234,38.56448312,37.70148849,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,962.742981,90.53386688
136,-78.37205353,38.56584485,20.52236176,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,948.8452148,92.51367188
137,-78.37268,38.56985,25.24855042,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,980.8570557,118.267067
138,-78.37567,38.58869,26.53998184,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1116.718506,169.5828247
139,-78.36885366,38.55674964,45.31895447,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,887.2659302,104.7566681
140,-78.37513,38.60561,39.85794067,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,731.7827759,324.812561
141,-78.37105877,38.5924076,22.09892273,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1149.795532,259.2559814
142,-78.37141,38.60315,27.22170067,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,956.2689209,334.9819641
143,-78.36829,38.58909,16.70046234,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1127.31897,216.2581482
144,-78.36388,38.57326,11.75474167,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,985.3637085,162.1420898
145,-78.36816,38.60528,14.27555656,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,945.1439819,306.0215759
146,-78.36362,38.59753,34.01601791,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1044.705444,73.51693726
147,-78.36076,38.58338,15.61357403,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,1026.903809,161.2643738
148,-78.3553,38.57756,27.46829224,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,902.0966797,119.0405579
149,-78.3569,38.59064,27.73135567,26.0720005,25.9109993,24.70899963,25.37100029,23.31900024,28.22299957,27.94499969,27.76099968,25.51099968,24.70499992,25.52300072,26.5359993,936.2310181,66.7203598
150,-78.35331,38.57951,32.37110519,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,883.9362793,36.81418228
151,-78.35046,38.5852,17.56744957,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,951.3886108,195.9206238
152,-78.35056,38.59065,25.18855667,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,947.3557129,289.1978455
153,-78.34517,38.56297,16.64807701,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,792.1173706,156.8904266
154,-78.34525,38.56943,10.36112022,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,880.1380615,222.1324615
155,-78.34164,38.5679,19.27343178,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,919.3920288,238.9512482
156,-78.34899014,38.62421734,7.022876263,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,874.2528076,219.3242035
157,-78.34696,38.61873,23.77267265,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,981.0999756,314.6907043
158,-78.34501326,38.62949777,18.79668427,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,770.6430054,242.9488678
159,-78.33498,38.56726,20.79970741,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,854.1835327,132.649704
160,-78.33683,38.59065,26.28902245,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,906.0245972,10.30114937
161,-78.317357,38.64345809,24.52957344,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,986.5401611,104.0446014
162,-78.31594524,38.65259914,20.52494621,28.01499939,28.18700027,27.22400093,27.6760006,25.63699913,30.54999924,30.24300003,30.09799957,27.58799934,26.88899994,27.48699951,28.77300072,975.3826294,357.9450378
163,-78.30914039,38.64540319,29.22648621,27.71899986,27.7689991,26.65600014,26.92399979,24.82699966,29.54999924,29.24399948,29.00699997,26.81200027,26.36400032,26.87999916,28.35199928,850.4567261,74.11522675
164,-78.42239776,38.54163808,18.26589203,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,705.4177856,291.3167419
165,-78.33872,38.63367,18.58267593,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,819.9786377,255.2328949
166,-78.41734,38.54387,13.68647003,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,914.6651611,254.9164734
167,-78.31517,38.64639,32.13817215,28.01499939,28.18700027,27.22400093,27.6760006,25.63699913,30.54999924,30.24300003,30.09799957,27.58799934,26.88899994,27.48699951,28.77300072,960.6820679,91.21844482
168,-78.42046,38.53906,17.64943886,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,864.6365356,278.1504822
169,-78.41766,38.54632,30.33550262,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,917.7930298,296.9612122
170,-78.4174,38.54472,8.397227287,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,923.9083252,274.8467102
171,-78.34097,38.61552,22.55833054,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,943.8440552,105.6074448
172,-78.42252,38.54251,22.62580109,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,687.3482056,301.4247742
173,-78.32226293,38.62150965,8.428322792,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,972.3969116,175.3545837
174,-78.41756,38.54566,16.21717072,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,925.880188,245.5591125
175,-78.31958374,38.61905795,8.153100967,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,798.0484619,213.6878052
176,-78.42293127,38.54329987,16.90011406,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,667.5144043,238.4830627
177,-78.42163576,38.54241768,26.46397018,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,721.0272827,312.8525391
178,-78.36063,38.61753,12.52689648,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,951.9595337,290.099823
179,-78.32742451,38.626502,30.27333641,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,1061.261719,137.1615295
180,-78.32143832,38.63122906,22.31891823,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,942.2645264,45.64395142
181,-78.42462282,38.54798821,11.90679836,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,619.8516235,207.8917236
182,-78.31751173,38.63813885,30.90126991,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,939.8416748,60.02431107
183,-78.38989525,38.5580019,35.7884903,26.98500061,26.89299965,25.83699989,26.28300095,24.14299965,29.04199982,28.59900093,28.44599915,26.24900055,25.52199936,26.20199966,27.44300079,977.8840332,21.09105873
184,-78.33659,38.63385,23.79950714,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,859.7336426,41.81139374
185,-78.33365,38.62957,19.52283096,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,1037.383301,10.64754963
186,-78.36594648,38.6224413,22.3777771,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,745.3357544,282.7739258
187,-78.37077915,38.61196711,12.69331264,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,737.8881226,286.8555298
188,-78.33008216,38.58296514,19.34893417,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,730.5501099,93.96100616
189,-78.33605024,38.57933041,31.89504623,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,762.6108398,171.6360779
190,-78.33830078,38.58783083,18.48279572,27.54199982,27.50300026,26.4489994,26.83600044,24.72500038,29.53899956,29.15999985,29.0189991,26.75699997,26.1420002,26.68499947,28.05599976,969.661499,151.3664246
191,-78.35957464,38.60957726,31.17276764,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,822.8365479,184.3943939
192,-78.33017134,38.64783855,30.22136879,28.01499939,28.18700027,27.22400093,27.6760006,25.63699913,30.54999924,30.24300003,30.09799957,27.58799934,26.88899994,27.48699951,28.77300072,671.6160278,221.1958618
193,-78.32268203,38.64306975,29.30340195,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,943.0949707,257.7180176
194,-78.4175,38.5536,15.86044025,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,748.1220703,217.2173462
195,-78.4155,38.5646,26.93461227,29.08699989,29.21500015,28.36000061,28.75799942,26.64800072,31.68700027,31.12899971,31.0529995,28.59799957,27.92000008,28.50099945,29.63100052,836.3998413,46.29151917
196,-78.4163,38.5537,17.20927238,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,790.5817261,275.5754089
197,-78.4168,38.5573,32.47331238,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,772.0906372,284.7697449
198,-78.4184,38.5518,27.84028625,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,766.4119873,18.60145569
199,-78.36461,38.62181,16.24603271,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,768.4424438,218.1867523
200,-78.36506,38.61628,27.51123238,28.72400093,28.84300041,27.97999954,28.40699959,26.36100006,31.29899979,30.94799995,30.8409996,28.25200081,27.56900024,28.11499977,29.37899971,729.2431641,255.1982117
201,-78.34232996,38.63513997,14.01478481,26.75300026,26.67700005,25.56299973,26.16300011,24.1060009,28.99699974,28.75399971,28.54500008,26.18700027,25.4489994,26.1760006,27.29899979,693.1994019,212.4620972
202,-78.4182462,38.55088172,19.79182816,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,802.3803711,301.5603333
203,-78.41513316,38.56191935,18.53642273,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,869.78125,253.2222443
204,-78.41814034,38.54999408,18.38211441,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,824.7979126,296.5870056
205,-78.418,38.5491,19.80875969,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,870.6963501,330.5379944
206,-78.42371,38.54333,14.61561489,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,645.4547729,222.9597321
207,-78.42367,38.54853,24.49620628,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,661.0273438,216.540451
208,-78.42159,38.54142,15.19135857,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,736.972168,289.706604
209,-78.42306,38.54397,18.11432457,26.9260006,26.85899925,25.79700089,26.31800079,24.22100067,29.17499924,28.77199936,28.61000061,26.37000084,25.59399986,26.33699989,27.39599991,676.5056152,284.4596863
